nombre,financiamiento,provincia,localidad,internacion,camas
CENTRO DE MEDICINA TRANSFUSIONAL - BANCO DE SANGRE,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE MEDICINA TRANSFUSIONAL (HEMATOLOGIA),Privado,Santa Fe,Rosario,No,0.0
CENTRO DE MICROCIRUGIA DE OJOS FILATOV,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE NEFROLOGIA Y DIALISIS DE VENADO TUERTO,Privado,Santa Fe,Venado Tuerto,No,0.0
CENTRO DE NEUROPSICOLOGIA CLINICA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE OFTALMOLOGIA S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE OJOS SANTA ROSA,Privado,Santa Fe,San Lorenzo,No,0.0
CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA DE ROSARIO,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE OTORRINOLARINGOLOGIA,Privado,Santa Fe,Rafaela,No,0.0
CENTRO DE OTORRINOLARINGOLOGIA LITMANOVICH SRL,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE PEDIATRIA Y ESPECIALIDADES CEMPES,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE PEDIATRIA Y ESPECIALIDADES PARQUE FIELD,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE PRESTACIONES MEDICAS CEPREME S.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE RADIOTERAPIA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE REHABILITACION DE NIÑOS Y ADOLESCENTES,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE REHABILITACION PSICOSOCIAL RUMBOS,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO DE REHABILITACION SIROMA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE REUMATOLOGIA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE REUMATOLOGIA DRES. ABDALA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE SALUD DEL SINDICATO DE TRABAJADORES MUNICIPALES,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE SALUD MENTAL CASA LOURDES,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE SALUD VILLA SARALEGUI,Público,Santa Fe,Aguará Grande,No,0.0
CENTRO DE TECNOLOGIA DIAGNOSTICA SA,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO DE TOMOGRAFIA COMPUTADA DE ROSARIO S.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE TOMOGRAFIAS CAÑADA S.A,Privado,Santa Fe,Cañada de Gómez,No,0.0
CENTRO DE TOXICOLOGIA- T.A.S. SRL.,Privado,Santa Fe,Rosario,No,0.0
CENTRO DE TRATAMIENTO AMBULATORIO - ADICCIONES CASA DEL SOL,Público,Santa Fe,Santa Fe,No,0.0
CENTRO DE VACUNACION ASOCIACION VECINAL Y MUTUAL DE BARRIO BELGRANO,Privado,Santa Fe,Rosario,No,0.0
CENTRO DEL CORAZON Y VIAS RESPIRATORIAS,Privado,Santa Fe,Rosario,No,0.0
CENTRO DEL DESARROLLO INFANTIL,Privado,Santa Fe,Rosario,No,0.0
CENTRO DEL LITORAL - GENETICA MEDICA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DEL LITORAL GENETICA MEDICA,Privado,Santa Fe,Rosario,No,0.0
CENTRO DIAGNOSTICO INTEGRAL NORTE SRL CEDIN,Privado,Santa Fe,Rosario,No,0.0
CENTRO ENFERMEDADES DE LA COLUMNA VERTEBRAL,Privado,Santa Fe,Rosario,No,0.0
CENTRO EXTERNO DE MEDICINA DEL TRABAJO,Privado,Santa Fe,Santa Ana,No,0.0
CENTRO FULL MEDICINE S.A.,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO GINECOLOGICO ALEMAN,Privado,Santa Fe,Rosario,No,0.0
CENTRO INFANTIL ALBERDI,Privado,Santa Fe,Rosario,No,0.0
CENTRO INTEGRAL CARDIOVASCULAR,Privado,Santa Fe,Rosario,No,0.0
CENTRO INTEGRAL CITEM-CTRO. INT. TECNOLOGIAS ESPECIALES,Privado,Santa Fe,Rosario,No,0.0
CENTRO INTEGRAL DE ALERGIA,Privado,Santa Fe,Rosario,No,0.0
CENTRO INTEGRAL DE ENFERMEDADES REUMATICAS,Privado,Santa Fe,Rosario,No,0.0
CENTRO INV PSICOTICAS Y DINAM GRUPAL,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO A.D.O.S. ROSARIO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO A.M.E.N.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO AMPER,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO AMPROINFAM,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO AMSAFE DELEGACION ROSARIO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO ANGELOME,Privado,Santa Fe,Funes,No,0.0
CENTRO MEDICO ARROYO SECO,Privado,Santa Fe,Arroyo Seco,No,0.0
CENTRO MEDICO AXIS,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO BAIGORRIA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO BROWN,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CAHUAPE CASSAUX,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CAMECIAR,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CEMEFIR - CENTRO MEDICO DE REHABILITACION FISHERTON,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CLAUDE BERNARD,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CLINAT SALUD SRL,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO CRECED,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DAVOLI,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE ATENCION PRIMARIA (CEMAP) UOCRA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE DIAGNOSTICO Y TRATAMIENTO,Privado,Santa Fe,Esperanza,No,0.0
CENTRO MEDICO DE ESPECIALISTAS,Privado,Santa Fe,El Trébol,No,0.0
CENTRO MEDICO DE ESTUDIOS METABOLICOS Y ENDOCRINOS CEME,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO MEDICO DE LA ASOC. ITALIANA DE AYUDA MUTUA,Privado,Santa Fe,Zavalla,No,0.0
CENTRO MEDICO DE LA CAJA DE PROFESIONALES DE LA ING. DE SANTA FE,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE LA FEDERACION GRAFICA ROSARINA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE LA OBRA SOCIAL DE CAMIONEROS DE SANTA FE,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE RECOLECCION Y BARRIDO DE ROSARIO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE REHABILITACION CEMER S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE REHABILITACION ESPEC Y DEPORT CRED,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE REHABILITACION INTEGRAL CEMERI,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DE REHABILITACION INTEGRAL FUNES,Privado,Santa Fe,Funes,No,0.0
CENTRO MEDICO DEL DIAGNOSTICO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DEL SINDICATO DE LUZ Y FUERZA,Privado,Santa Fe,Rosario,No,0.0
"CENTRO MEDICO DEPETRIS, CADERA Y RODILLA",Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DR. BENIGNO CACHERO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO DR.CARLOS A.LUCENTE,Privado,Santa Fe,Arroyo Seco,No,0.0
CENTRO MEDICO ESPAÑA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO FEMENINO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO FIVE GROUP S.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO FLORIDA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO GRANDOLI - CEMEG-,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO GRUPO OROÑO -ZONA SUR-,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO I.E.M.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO IMAR,Privado,Santa Fe,Roldán,No,0.0
CENTRO MEDICO INFANTIL,Privado,Santa Fe,Cañada de Gómez,No,0.0
CENTRO MEDICO INTEGRAL ARMSTRONG,Privado,Santa Fe,Armstrong,No,0.0
CENTRO MEDICO INTEGRAL C.E.M.I.,Privado,Santa Fe,Esperanza,No,0.0
CENTRO MEDICO INTEGRAL DE RADIACIONES,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO INTEGRAL VELEZ SARSFIELD,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO INTERDIS DE TRAT TRASTOR ALIMENTARIOS,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO IPAM -CONSULTORIOS EXTERNOS-,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO IRIONDO,Privado,Santa Fe,San Justo,No,0.0
CENTRO MEDICO JUAN DEL CAMPILLO,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO MEDICO KINESICO DE REHABILITACION,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO LA PAZ,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO LUJAN,Privado,Santa Fe,Coronel Arnold,No,0.0
CENTRO MEDICO MEDICAL GROUP,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO MEDICINA AMBULATORIA S.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO MEDICINA OMTRA SRL,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO MEDILAB S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO MORENO,Privado,Santa Fe,Cañada de Gómez,No,0.0
CENTRO MEDICO NATIVIDAD DEL SEÑOR,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO O.S. DE SMATA - CENTRO MED.Nº 2,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO O.S. DE SMATA - CENTRO MEDICO Nº 1,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO O.S.P.E.S.G.A.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO OROÑO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO OSPEDYC,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO OSPSA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO PARQUEFIELD,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO PASEO DEL SIGLO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO PRIVADO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO PRIVADO,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO MEDICO PRIVADO CASILDA,Privado,Santa Fe,Casilda,No,0.0
CENTRO MEDICO PRIVADO SRL LA CLINICA,Privado,Santa Fe,Capitán Bermúdez,No,0.0
CENTRO MEDICO PROVINCIAS UNIDAS,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO PSICOLOGICO ENRIQUE PICHON RIVIERE,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO REGIONAL,Privado,Santa Fe,Gobernador Crespo,No,0.0
CENTRO MEDICO RIVADAVIA SRL,Privado,Santa Fe,Villa Constitución,No,0.0
CENTRO MEDICO RONDEAU,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO ROSARIO LASER VISION,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO RUEDA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SACRA - SINDICATO DE AMAS DE CASA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SALADILLO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SALTA,Privado,Santa Fe,San Lorenzo,No,0.0
CENTRO MEDICO SAMEC,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SAN JORGE,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SAN LUCAS,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SAN MARTIN,Privado,Santa Fe,Esperanza,No,0.0
CENTRO MEDICO SAN MARTIN,Privado,Santa Fe,Las Rosas,No,0.0
CENTRO MEDICO SINDICAL DEL SMATA 24 DE FEBRERO,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO SISO SRL,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO TRANF HEMOTERAP BCO DE SANGRE DE RUFINO,Privado,Santa Fe,Rufino,No,0.0
CENTRO MEDICO UNIMED S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO URQUIZA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO UTA,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO UTHGRA UNION TRABAJADORES HOTELEROS,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO VECINAL GRAL. SAN MARTIN DE GUEMES,Privado,Santa Fe,Rosario,No,0.0
CENTRO MEDICO VILLA CE.ME.VI.,Privado,Santa Fe,Villa Constitución,No,0.0
CENTRO MEDICO Y ODONTOLOGICO SOL,Privado,Santa Fe,Venado Tuerto,No,0.0
CENTRO MUTUAL PERSONAL OBRERO DE SULFACID S.A,Privado,Santa Fe,Fray Luis Beltrán,No,0.0
CENTRO NEFROLOGIA HEMODIALISIS CETIR,Privado,Santa Fe,Venado Tuerto,No,0.0
CENTRO NEUROQUIRURGICO SANTA FE,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO OFTALMOLOGICO CLINICO QUIRURGICO,Privado,Santa Fe,Rosario,No,0.0
CENTRO OFTALMOLOGICO DE ALTA COMPLEJIDAD,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO OFTALMOLOGICO DR. JUAN PEDRO ALLIANI,Privado,Santa Fe,Rosario,No,0.0
CENTRO ONCOLOGICO DE ROSARIO,Privado,Santa Fe,Rosario,No,0.0
CENTRO PELLEGRINI DE ASIS S.R.L.,Privado,Santa Fe,Santa Fe,No,0.0
CENTRO PRIVADO DE NEUROLOGIA Y ENFERMEDADES MUSCULARES,Privado,Santa Fe,Rosario,No,0.0
CENTRO RADIOL. PRIVADA S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CENTRO RADIOLOGIA,Privado,Santa Fe,Rosario,No,0.0
CENTRO RADIOLOGIA MARIA SA,Privado,Santa Fe,Rosario,No,0.0
CENTRO RESPIRATORIO INFANTIL,Privado,Santa Fe,Rosario,No,0.0
CENTRO RESPIRATORIO INFANTIL SA,Privado,Santa Fe,Rosario,No,0.0
CEPAC SA,Privado,Santa Fe,Ceres,No,0.0
CIC SAN MARTIN DE PORRES,Público,Santa Fe,Santa Fe,No,0.0
CIC BARRIO AMERICA,Público,Santa Fe,Reconquista,No,0.0
CIC CALCHAQUI,Público,Santa Fe,Calchaquí,No,0.0
CIC CALLEJON ROCA,Público,Santa Fe,Santa Fe,No,0.0
CIC CAPITAN BERMUDEZ,Público,Santa Fe,Capitán Bermúdez,No,0.0
CIC CAYASTA,Público,Santa Fe,Cayastá,No,0.0
CIC FLORENCIA,Público,Santa Fe,Florencia,No,0.0
CIC MALABRIGO,Público,Santa Fe,Malabrigo,No,0.0
CIC ROMANG,Público,Santa Fe,Romang,No,0.0
CIC SAN JAVIER,Público,Santa Fe,San Javier,No,0.0
CIC SAUCE VIEJO,Privado,Santa Fe,Sauce Viejo (Sauce Viejo),No,0.0
CIC VILLA CONTITUCION DR RAMON CARRILLO,Privado,Santa Fe,Villa Constitución,No,0.0
CIC VILLA OCAMPO,Público,Santa Fe,Villa Ocampo,No,0.0
CIRCULO ODONTOLOGICO SANTAFESINO,Privado,Santa Fe,Santa Fe,No,0.0
CLINICA DE CAMARA GAMMA,Privado,Santa Fe,Rosario,No,0.0
CLINICA CIRUGIA PLASTICA,Privado,Santa Fe,Rosario,No,0.0
CLINICA DE FLEBOLOGIA,Privado,Santa Fe,Santa Fe,No,0.0
CLINICA LA VERDENA SRL,Privado,Santa Fe,Rosario,No,0.0
CLINICA PRIVADA CAPITAN BERMUDEZ,Privado,Santa Fe,Capitán Bermúdez,No,0.0
CLINICA RADIOLOGICA DR. CROPPI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO MEDICO O. S. DEL SINDICATO DE CONFITEROS Y MASITEROS,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIO MEDICO OSECAC,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIO MEDICO SINDICATO DE AMAS DE CASA,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIO DIETISTA ROSA C. LUPO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ALBERTO ANTUÑA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ALBERTO DUMONT,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ALFREDO COSTAMAGNA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. AMERICO BUGGERO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ANACLETO MICOCCI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ANGEL SPEDALETTI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ANTONIO CONDE,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ARMANDO ORIOLI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. CARLOS ALBERTO BECKER,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. CARLOS BRUNO AEBERHARDT,Privado,Santa Fe,Laguna Paiva,No,0.0
CONSULTORIO DR. CARLOS MASI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. CARLOS RAUL RODRIGUEZ SAÑUDO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. CAYETANO PETRONE,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. EDGARDO CUSINATTO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. EDMUNDO MARTIN IBAÑEZ,Privado,Santa Fe,Monte Vera,No,0.0
CONSULTORIO DR. EDUARDO RAFAEL PEREZ,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ESTEBAN SIXTO TURCATTI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. GUILLERMO DANIEL DEL PAZO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. HUGO HECTOR PEREZ BERTHAUL,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. IRABEL ROBERTO FRUM,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. JOSE ANTONIO TAVERNA PEREZ,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. JOSE MARIA ROSSO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. JUAN CARLOS HADAD,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. JUAN L. GUINLE,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. JUDEL PERMAN,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. LEON ERNESTO SERRUYA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. LORENZO GISCAFRE,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. LUIS ALFREDO DI PAOLO,Privado,Santa Fe,Colastine Norte,No,0.0
CONSULTORIO DR. LUIS ANTONETTI,Privado,Santa Fe,Rafaela,No,0.0
CONSULTORIO DR. LUIS C. STURN,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. MANUEL ASTUDILLO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. MAXIMILIANO DAMELIO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. NAJLI OSCAR ABDALA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ORLANDO ANTONIO ALASSI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. OSCAR F. MOREY,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. OSVALDO FAYO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. OSVALDO JORGE SACC,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. RAUL MARCELO BARLETTA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. ROBERTO P. DUCLOS,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. SABATINO RENZULLI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. SEBASTIAN IGNACIO DEL PAZO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. VALENTIN DIEGO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DR. VICTOR MACHADO,Privado,Santa Fe,San Jerónimo Norte,No,0.0
CONSULTORIO DRA. JULIA BHRMENFELD DE FRUM,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. LIDIA VITA DE MOLES,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. MARTA SUSANA WAGENER,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. MIRTA MARTIN DE BUGNA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. NANCI GABRIELA STRAUSS,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. NILDA PIKE DE GIORGI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO DRA. PAOLA BREDANINI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO MEDICO Nº 1 - DRA. SILVIA COLLA DENTRO DEL CENTRO MEDICO BIOQUIMICO SALUT,Privado,Santa Fe,Gálvez,No,0.0
CONSULTORIO MEDICO UNION VECINAL VILLA MARGARITA,Privado,Santa Fe,Capitán Bermúdez,No,0.0
CONSULTORIO PSICOPEDAGOGICO EDITH VILLAGGI,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIO PSICOPEDAGOGICO PATRICIA PERALTA,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIOS EXTER.DE ESPEC.DEL SANATORIO CASTELLI,Privado,Santa Fe,Venado Tuerto,No,0.0
CONSULTORIOS EXTERNOS DEL SANATORIO CASTELLI,Privado,Santa Fe,Venado Tuerto,No,0.0
CONSULTORIOS EXTERNOS DEL INSTITUTO CARDIOVASCULAR,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIOS EXTERNOS DEL SANATORIO PARQUE S.A.,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIOS EXTERNOS SANATORIO PARQUE FISHERTON,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIOS EXTERNOS UNION DE EMPLEADOS DE COMERCIO,Privado,Santa Fe,Santa Fe,No,0.0
CONSULTORIOS MEDICOS ATILIO CARRADORI,Privado,Santa Fe,Rosario,No,0.0
CONSULTORIOS MEDICOS DEL PERSONAL DE LA INDUSTRIA METALURGICA,Privado,Santa Fe,Villa Constitución,No,0.0
CONSULTORIOS MEDICOS FEDERACION OBREROS CERAMISTAS DE LA REPUBLICA ARGENTINA,Privado,Santa Fe,Capitán Bermúdez,No,0.0
COT CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA S.R.L.,Privado,Santa Fe,Rosario,No,0.0
CS SANTA TERESITA,Público,Santa Fe,Helvecia,No,0.0
CS 1 DE JULIO,Público,Santa Fe,San Lorenzo,No,0.0
CS 17 DE OCTUBRE- CONSTITUCION,Público,Santa Fe,Villa Constitución,No,0.0
CS 17 DE OCTUBRE- VGG,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS 2 DE ABRIL,Público,Santa Fe,San Lorenzo,No,0.0
CS 20 DE JUNIO,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS 24 DE SETIEMBRE,Público,Santa Fe,San Justo,No,0.0
CS 25 DE MAYO - CAÑADA DE GOMEZ,Público,Santa Fe,Cañada de Gómez,No,0.0
CS 7 DE ABRIL,Privado,Santa Fe,Rosario,No,0.0
CS 7 DE ABRIL CASILDA,Privado,Santa Fe,Casilda,No,0.0
CS AARON CASTELLANOS,Público,Santa Fe,Aarón Castellanos (Est. Castellanos),No,0.0
CS ABASTO,Público,Santa Fe,Santa Fe,No,0.0
CS ADELINA ESTE,Público,Santa Fe,Sauce Viejo (Villa Adelina),No,0.0
CS ADELINA OESTE,Público,Santa Fe,Sauce Viejo (Villa Adelina),No,0.0
CS AGUARA GRANDE,Público,Santa Fe,Aguará Grande,No,0.0
CS ALBARELLOS,Público,Santa Fe,Albarellos,No,0.0
CS ALBERDI,Público,Santa Fe,Casilda,No,0.0
CS ALBERDI,Público,Santa Fe,Santa Fe,No,0.0
CS ALDAO,Público,Santa Fe,Aldao,No,0.0
CS ALFONSINA STORNI,Público,Santa Fe,Rosario,No,0.0
CS ALICIA MOREAU DE JUSTO,Público,Santa Fe,Rosario,No,0.0
CS ALICIA MOREAU DE JUSTO,Público,Santa Fe,Santo Tomé,No,0.0
CS ALTO VERDE,Público,Santa Fe,Santa Fe,No,0.0
CS ALTOS DE NOGUERAS,Público,Santa Fe,Santa Fe,No,0.0
CS ALTOS DEL VALLE,Público,Santa Fe,Santa Fe,No,0.0
CS AMENABAR,Público,Santa Fe,Amenábar,No,0.0
CS ANDINO,Público,Santa Fe,Pueblo Andino,No,0.0
CS ANGEL BULGHERONI,Público,Santa Fe,Rufino,No,0.0
CS ANGEL GALLARDO,Público,Santa Fe,Angel Gallardo,No,0.0
CS ANGELICA,Público,Santa Fe,Angélica,No,0.0
CS ARMINDA,Público,Santa Fe,Arminda,No,0.0
CS AROCENA,Público,Santa Fe,Arocena,No,0.0
CS ARROYO AGUIAR,Público,Santa Fe,Arroyo Aguiar,No,0.0
CS ARROYO CEIBAL,Público,Santa Fe,Arroyo Ceibal,No,0.0
CS ASISTENCIA PUBLICA MUNICIPAL,Público,Santa Fe,Venado Tuerto,No,0.0
CS ASISTENCIAL A LA COMUNIDAD,Público,Santa Fe,Rosario,No,0.0
CS ATALIVA,Público,Santa Fe,Ataliva,No,0.0
CS AURELIA,Público,Santa Fe,Aurelia,No,0.0
CS AVELLANEDA,Público,Santa Fe,Avellaneda (Est. Ewald),No,0.0
CS BARRIO 3 DE FEBRERO,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO ACAPULCO Y VERA CRUZ,Público,Santa Fe,Josefina,No,0.0
CS BARRIO ACERIA,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO ALMAFUERTE,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO BARRACAS,Público,Santa Fe,Casilda,No,0.0
CS BARRIO BARRANQUITAS OESTE,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO BELGRANO,Público,Santa Fe,Vera (Est. Gobernador Vera),No,0.0
CS BARRIO BELGRANO- AVELLANEDA,Público,Santa Fe,Avellaneda (Est. Ewald),No,0.0
CS BARRIO CABAL,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO CAIMA,Público,Santa Fe,Desvío Arijón,No,0.0
CS BARRIO CANDIOTI,Público,Santa Fe,Santa Fe,No,0.0
